ID,conf90,conf95,conf99,numberCys,numberCysCys,pattern1,pattern2,pattern3,pattern4,pattern5
g5214.t1,1,1,1,1,0,1,1,1,0,1
g5215.t1,1,1,1,1,0,0,1,1,0,1
g5216.t1,0,0,0,1,0,1,1,1,1,1
g5217.t1,1,1,1,1,0,0,1,1,1,1
g5218.t1,1,1,1,1,0,0,1,1,0,1
g5219.t1,1,1,1,0,0,1,1,1,0,1
g5220.t1,1,1,1,0,0,0,1,1,0,1
g5221.t1,0,0,0,1,0,0,1,1,0,1
g5222.t1,1,1,1,1,0,0,1,1,1,1
g5223.t1,1,1,0,1,0,0,1,1,1,1
g5224.t1,1,1,1,0,0,0,1,1,1,1
g5225.t1,1,1,1,0,0,0,1,1,0,1
g5226.t1,1,1,1,0,0,0,1,1,1,1
g5227.t1,1,0,0,0,1,0,1,1,0,1
g5228.t1,1,1,1,1,0,0,1,1,0,1
g5229.t1,1,1,1,0,0,0,1,1,1,1
g5230.t1,1,1,1,1,0,0,1,1,1,1
g5231.t1,1,1,1,0,0,0,1,1,0,1
g5232.t1,1,1,1,1,0,0,1,1,1,1
g5233.t1,1,1,1,1,0,0,1,1,0,1
g5234.t1,1,1,1,1,0,0,1,1,1,1
g5235.t1,1,1,1,0,0,0,1,1,1,1
g5236.t1,1,1,1,1,0,0,1,1,1,1
g5237.t1,1,0,0,0,0,0,1,1,0,1
g5238.t1,1,0,0,0,0,0,1,1,0,1
g5239.t1,1,1,1,1,0,0,1,1,0,1
g5240.t1,1,1,1,1,1,0,1,1,0,1
g5241.t1,1,1,1,1,0,0,1,0,0,1
g5242.t1,1,1,1,0,0,0,1,1,0,1
g5243.t1,1,1,1,1,0,0,1,1,0,1
g5244.t1,1,0,0,0,0,1,1,1,1,1
g5245.t1,1,1,1,1,0,0,1,1,0,1
g5246.t1,0,0,0,1,0,1,1,1,1,1
g5247.t1,1,1,1,1,0,0,1,1,1,1
g5248.t1,1,1,1,1,1,0,1,1,0,1
g5249.t1,0,0,0,1,0,0,1,1,1,1
g5250.t1,1,1,1,0,0,0,1,1,1,1
g5251.t1,1,1,0,1,0,1,1,1,1,1
g5252.t1,1,1,1,1,0,0,1,1,0,1
g5253.t1,1,1,1,1,0,0,1,1,0,1
g5254.t1,1,1,1,1,1,0,1,1,0,1
g5255.t1,1,1,1,1,0,0,1,1,1,1
g5256.t1,1,1,1,0,0,1,1,1,0,1
g5257.t1,1,1,1,1,0,0,1,0,0,1
g5258.t1,1,1,1,1,0,0,1,1,0,1
g5259.t1,1,1,1,0,0,0,1,1,0,1
g5260.t1,1,1,1,1,1,0,1,1,0,1
g5261.t1,1,1,1,1,0,1,1,1,0,1
g5262.t1,1,1,1,0,0,0,1,1,0,1
g5263.t1,1,1,1,1,0,0,1,1,1,1
g5264.t1,1,1,1,1,1,0,1,1,0,1
g5265.t1,1,1,1,1,0,0,1,1,0,1
g5266.t1,1,1,1,1,0,0,1,1,1,1
g5267.t1,1,1,1,1,0,0,1,1,0,1
g5268.t1,1,1,1,1,0,0,1,1,0,1
g5269.t1,1,1,1,1,0,0,1,1,0,1
g5270.t1,0,0,0,1,0,0,1,1,0,1
g5271.t1,0,0,0,1,0,0,1,1,1,1
g5272.t1,1,1,1,0,0,1,1,1,1,1
g5273.t1,1,1,1,1,0,1,1,1,0,1
g5274.t1,1,1,1,1,0,0,1,1,1,1
g5275.t1,1,1,1,1,0,0,1,1,0,1
g5276.t1,1,1,1,0,0,1,1,1,0,1
g5277.t1,1,1,0,1,0,1,1,1,1,1
g5278.t1,1,0,0,1,0,0,1,1,1,1
g5279.t1,0,0,0,1,0,1,1,1,1,1
g5280.t1,1,1,1,0,0,0,1,1,1,1
g5281.t1,1,1,1,1,0,0,1,1,0,1
g5282.t1,0,0,0,1,0,0,1,1,1,1
g5283.t1,1,1,1,1,0,0,1,1,0,1
g5284.t1,1,1,1,1,0,0,1,1,1,1
g5285.t1,1,1,0,0,0,1,1,1,1,1
g5286.t1,1,1,1,1,0,0,1,1,0,1
g5287.t1,1,1,1,1,1,0,1,1,0,1
g5288.t1,1,1,1,0,1,0,1,1,0,1
g5289.t1,1,1,1,1,0,0,1,1,0,1
g5290.t1,1,1,1,1,0,1,1,1,0,1
g5291.t1,1,1,1,1,0,0,1,1,1,1
g5292.t1,1,1,1,1,0,0,1,1,0,1
g5293.t1,1,1,1,0,0,0,1,1,0,1
g5294.t1,0,0,0,0,0,1,1,1,1,1
g5295.t1,1,1,1,1,0,0,1,1,0,1
g5296.t1,1,1,1,0,0,0,1,1,1,1
g5297.t1,1,1,1,0,0,1,1,1,1,1
g5298.t1,1,1,1,1,0,1,1,1,1,1
g5299.t1,1,1,1,1,0,0,1,1,0,1
g5300.t1,1,1,1,0,0,0,1,1,0,1
g5301.t1,1,1,1,1,1,0,1,1,0,1
g5302.t1,0,0,0,1,0,0,1,1,0,1
g5303.t1,1,1,1,0,0,1,1,1,0,1
g5304.t1,1,1,1,1,0,0,1,1,0,1
g5305.t1,0,0,0,1,0,1,1,1,1,1
g5306.t1,1,1,1,1,0,0,1,1,0,1
g5307.t1,0,0,0,1,0,0,1,1,1,1
g5308.t1,1,1,1,1,0,0,1,1,1,1
g5309.t1,1,1,1,1,0,1,1,1,1,1
g5310.t1,0,0,0,1,0,1,1,1,1,1
g5311.t1,1,1,1,1,0,1,1,1,0,1
g5312.t1,1,1,1,1,1,0,1,1,0,1
g5313.t1,1,1,1,1,1,0,1,1,0,1
g5314.t1,1,1,1,1,0,0,1,1,1,1
g5315.t1,1,1,1,1,0,0,1,1,1,1
g5316.t1,1,1,1,0,0,0,1,1,0,1
g5317.t1,1,1,1,1,0,0,1,1,1,1
g5318.t1,1,1,1,0,0,0,1,1,1,1
g5319.t1,1,1,1,1,0,0,1,1,0,1
g5320.t1,0,0,0,1,0,0,1,1,0,1
g5321.t1,1,1,1,0,0,0,1,1,0,1
g5322.t1,1,1,1,1,0,0,1,1,0,1
g5323.t1,0,0,0,1,0,1,1,1,0,1
g5324.t1,1,1,0,0,0,0,1,1,1,1
g5325.t1,1,1,1,0,0,0,1,0,0,1
g5326.t1,1,1,1,1,0,0,1,1,0,1
g5327.t1,1,1,1,1,0,0,1,1,0,1
g5328.t1,1,1,1,1,0,0,1,1,0,1
g5329.t1,1,1,1,1,0,0,1,1,0,1
g5330.t1,1,1,1,1,0,1,1,1,0,1
g5331.t1,1,1,1,0,0,0,1,1,0,1
g5332.t1,1,1,1,1,0,0,1,1,0,1
g5333.t1,1,1,1,1,1,0,1,1,0,1
g5334.t1,1,1,1,1,0,0,1,1,0,1
g5335.t1,1,1,1,0,0,1,1,1,0,1
g5336.t1,0,0,0,1,0,0,1,1,1,1
g5337.t1,1,1,1,1,0,0,1,1,1,1
g5338.t1,1,1,1,1,0,1,1,1,1,1
g5339.t1,1,1,1,1,0,0,1,1,0,1
g5340.t1,1,1,1,1,0,0,1,1,1,1
g5341.t1,1,1,1,1,0,0,1,1,0,1
g5342.t1,1,1,1,1,0,0,1,1,0,1
g5343.t1,1,1,1,1,0,0,1,1,1,1
g5344.t1,1,1,1,1,0,0,1,1,0,1
g5345.t1,1,1,1,1,0,0,1,1,1,1
g5346.t1,1,1,1,0,0,0,1,1,0,1
g5347.t1,1,1,1,0,0,0,1,1,0,1
g5348.t1,1,1,1,1,1,0,1,1,0,1
g5349.t1,1,1,1,0,0,0,1,1,0,1
g5350.t1,1,1,1,1,0,1,1,1,1,1
g5351.t1,1,1,1,1,0,0,1,1,0,1
g5352.t1,1,1,1,1,0,0,1,0,0,1
g5353.t1,1,1,1,0,0,0,1,1,0,1
g5354.t1,1,1,1,1,0,0,1,1,0,1
g5355.t1,1,1,1,1,0,0,1,1,0,1
g5356.t1,1,1,1,1,0,0,1,1,0,1
g5357.t1,1,1,1,0,0,0,1,1,0,1
g5358.t1,1,1,1,0,0,0,1,1,0,1
g5359.t1,1,0,0,1,0,0,1,1,1,1
g5360.t1,0,0,0,1,0,1,1,1,1,1
g5361.t1,1,1,1,0,1,0,1,1,0,1
g5362.t1,1,1,1,1,0,0,1,1,0,1
g5363.t1,0,0,0,1,0,1,1,1,1,1
g5364.t1,1,1,1,1,0,0,1,1,1,1
g5365.t1,1,1,1,0,0,0,1,1,0,1
g5366.t1,1,1,1,1,0,0,1,1,0,1
g5367.t1,1,1,1,1,1,0,1,1,0,1
g5368.t1,1,1,0,0,0,0,1,1,0,1
g5369.t1,1,1,1,0,0,0,1,1,1,1
g5370.t1,1,1,1,0,0,0,1,1,0,1
g5371.t1,1,1,1,1,0,0,1,1,1,1
g5372.t1,1,1,1,1,0,0,1,1,0,1
g5373.t1,0,0,0,1,0,1,1,1,1,1
g5374.t1,1,1,1,1,0,0,1,1,1,1
g5375.t1,1,1,1,1,0,1,1,1,1,1
g5376.t1,1,1,1,0,0,0,1,1,0,1
g5377.t1,1,1,1,0,0,0,1,1,1,1
g5378.t1,1,1,1,1,0,0,1,1,1,1
g5379.t1,0,0,0,1,0,1,1,1,1,1
g5380.t1,1,1,1,0,0,1,1,1,0,1
g5381.t1,1,1,1,1,0,0,1,1,0,1
g5382.t1,1,1,1,1,0,0,1,1,1,1
g5383.t1,1,1,1,0,0,0,1,1,1,1
g5384.t1,1,1,1,1,0,0,1,1,0,1
g5385.t1,1,1,1,0,0,0,1,1,0,1
g5386.t1,1,1,1,0,0,1,1,1,0,1
g5387.t1,1,1,1,1,0,0,1,1,0,1
g5388.t1,1,1,1,1,0,0,1,1,0,1
g5389.t1,0,0,0,0,0,1,1,1,0,1
g5390.t1,1,1,1,1,1,0,1,1,1,1
g5391.t1,1,1,1,0,0,0,1,1,0,1
g5392.t1,1,0,0,1,0,0,1,1,1,1
g5393.t1,1,1,1,0,0,0,1,1,0,1
g5394.t1,1,1,1,1,0,1,1,1,1,1
g5395.t1,1,1,1,0,0,0,1,1,1,1
g5396.t1,1,1,1,1,0,0,1,1,0,1
g5397.t1,1,0,0,1,0,1,1,1,1,1
g5398.t1,0,0,0,1,0,1,1,1,1,1
g5399.t1,0,0,0,0,0,0,1,1,0,1
g5400.t1,1,1,1,1,0,0,1,1,0,1
g5401.t1,1,1,1,1,0,0,1,1,0,1
g5402.t1,0,0,0,1,0,1,1,1,1,1
g5403.t1,1,1,1,1,1,0,1,1,0,1
g5404.t1,1,1,1,1,0,0,1,1,0,1
g5405.t1,1,1,1,1,0,0,1,1,0,1
g5406.t1,1,1,1,1,0,0,1,1,0,1
g5407.t1,0,0,0,1,0,1,1,1,1,1
g5408.t1,1,1,1,1,0,0,1,1,1,1
g5409.t1,1,1,1,1,0,0,1,1,0,1
g5410.t1,1,1,1,1,1,0,1,1,0,1
g5411.t1,0,0,0,1,0,0,1,1,1,1
g5412.t1,1,1,1,1,0,0,1,1,0,1
g5413.t1,1,1,1,1,0,0,1,1,0,1
g5414.t1,1,1,1,0,0,0,1,1,1,1
g5415.t1,1,1,1,1,0,1,1,1,0,1
g5416.t1,1,1,1,0,0,0,1,1,0,1
g5417.t1,1,1,1,0,0,0,1,1,1,1
g5418.t1,1,1,1,1,0,0,1,1,1,1
g5419.t1,1,1,1,1,0,0,1,1,1,1
g5420.t1,0,0,0,1,0,1,1,1,1,1
g5421.t1,1,1,0,1,0,0,1,1,1,1
g5422.t1,1,1,1,1,0,0,1,1,0,1
g5423.t1,1,1,1,0,0,0,1,1,0,1
g5424.t1,1,1,1,1,0,0,1,1,0,1
g5425.t1,1,1,1,0,0,0,1,1,0,1
g5426.t1,1,1,1,1,0,0,1,1,0,1
g5427.t1,1,1,1,1,0,0,1,1,1,1
g5428.t1,1,1,1,1,0,0,1,1,0,1
g5429.t1,0,0,0,1,0,1,1,0,1,1
g5430.t1,1,1,1,1,0,1,1,1,0,1
g5431.t1,1,1,1,1,0,0,1,1,0,1
g5432.t1,1,1,0,1,0,1,1,1,1,1
g5433.t1,1,1,1,1,0,0,1,1,1,1
g5434.t1,1,1,1,1,0,0,1,1,1,1
g5435.t1,0,0,0,1,0,0,1,1,1,1
g5436.t1,1,1,1,1,0,0,1,1,1,1
g5437.t1,1,1,1,0,0,1,1,1,1,1
g5438.t1,1,1,1,0,0,0,1,1,0,1
g5439.t1,1,1,1,1,0,0,1,1,0,1
g5440.t1,1,1,1,1,0,0,1,1,1,1
g5441.t1,1,1,1,1,1,0,1,1,0,1
g5442.t1,1,1,1,0,0,0,1,0,0,1
g5443.t1,1,1,1,1,0,0,1,1,0,1
g5444.t1,0,0,0,1,0,1,1,1,0,1
g5445.t1,1,1,1,0,1,0,1,1,1,1
g5446.t1,1,0,0,1,0,1,1,1,1,1
g5447.t1,1,1,1,0,0,0,1,1,0,1
g5448.t1,1,1,1,1,0,0,1,1,1,1
g5449.t1,1,1,1,1,0,0,1,1,0,1
g5450.t1,1,1,1,0,0,0,1,1,0,1
g5451.t1,1,1,1,0,1,0,1,1,0,1
g5452.t1,1,1,1,1,0,0,1,1,0,1
g5453.t1,1,1,1,1,0,0,1,1,1,1
g5454.t1,1,1,1,0,0,0,1,1,0,1
g5455.t1,0,0,0,1,0,0,1,1,1,1
g5456.t1,1,1,1,0,0,1,1,1,0,1
g5457.t1,1,1,1,0,0,0,1,1,0,1
g5458.t1,1,1,1,0,0,0,1,1,0,1
g5459.t1,1,1,1,0,0,0,1,1,0,1
g5460.t1,1,1,1,1,0,0,1,1,1,1
g5461.t1,1,1,1,1,0,0,1,1,1,1
g5462.t1,1,1,1,1,0,0,1,1,0,1
g5463.t1,1,1,1,1,0,1,1,1,0,1
g5464.t1,0,0,0,0,0,0,1,1,1,1
g5465.t1,0,0,0,1,0,1,1,1,1,1
g5466.t1,1,1,1,1,0,0,1,1,1,1
g5467.t1,1,1,1,1,0,1,1,1,0,1
g5468.t1,0,0,0,0,0,1,1,1,1,1
g5469.t1,1,1,1,0,0,0,1,1,0,1
g5470.t1,1,1,1,0,0,0,1,1,1,1
g5471.t1,1,0,0,0,0,0,1,1,0,1
g5472.t1,1,1,1,1,1,0,1,1,0,1
g5473.t1,0,0,0,1,0,0,1,1,1,1
g5474.t1,1,1,1,1,0,0,1,1,1,1
g5475.t1,1,1,1,1,0,0,1,1,0,1
g5476.t1,1,1,1,1,0,0,1,1,1,1
g5477.t1,1,0,0,1,0,0,1,1,1,1
g5478.t1,1,1,1,1,0,0,1,1,0,1
g5479.t1,1,1,1,1,0,1,1,1,0,1
g5480.t1,1,1,1,0,0,0,1,1,0,1
g5481.t1,1,1,1,0,0,0,1,1,0,1
g5482.t1,1,1,1,1,0,0,1,0,0,1
g5483.t1,1,1,1,1,0,0,1,1,1,1
g5484.t1,1,1,1,1,0,0,1,1,0,1
g5485.t1,1,1,1,1,0,0,1,1,0,1
g5486.t1,1,1,1,1,0,0,1,1,0,1
g5487.t1,1,1,0,1,0,1,1,1,1,1
g5488.t1,1,1,1,1,0,0,1,1,1,1
g5489.t1,1,1,1,1,0,0,1,1,0,1
g5490.t1,0,0,0,1,0,1,1,1,1,1
g5491.t1,1,1,1,1,1,0,1,0,0,1
g5492.t1,1,1,1,0,0,0,1,1,0,1
g5493.t1,1,1,1,1,0,0,1,1,0,1
g5494.t1,0,0,0,1,0,0,1,1,1,1
g5495.t1,1,1,1,1,0,0,1,1,1,1
g5496.t1,1,1,1,0,0,1,1,1,0,1
g5497.t1,1,1,1,1,0,0,1,1,0,1
g5498.t1,1,1,0,1,0,0,1,1,0,1
g5499.t1,1,1,1,1,0,0,1,1,0,1
g5500.t1,1,1,1,0,0,0,1,1,0,1
g5501.t1,0,0,0,1,0,1,1,1,1,1
g5502.t1,1,1,1,0,0,0,1,1,0,1
g5503.t1,1,1,1,1,0,0,1,1,0,1
g5504.t1,1,1,1,1,0,0,1,1,0,1
g5505.t1,1,1,1,0,0,0,1,1,0,1
g5506.t1,1,1,1,1,0,0,1,1,1,1
g5507.t1,0,0,0,1,0,1,1,1,1,1
g5508.t1,1,1,1,1,0,0,1,1,0,1
g5509.t1,1,1,1,0,0,0,1,1,0,1
g5510.t1,1,1,1,0,0,0,1,1,0,1
g5511.t1,1,1,1,0,0,0,1,1,0,1
g5512.t1,1,1,1,0,0,0,1,1,0,1
g5513.t1,1,1,1,1,0,0,1,1,1,1
g5514.t1,1,1,1,1,0,0,1,1,0,1
g5515.t1,1,1,1,1,1,0,1,1,1,1
g5516.t1,1,1,1,1,0,0,1,1,1,1
g5517.t1,1,1,1,0,0,0,1,1,0,1
g5518.t1,1,1,1,1,0,1,1,0,0,1
g5519.t1,1,1,1,1,1,0,1,1,0,1
g5520.t1,1,1,1,0,0,0,1,1,1,1
g5521.t1,1,1,1,1,0,0,1,1,0,1
g5522.t1,1,1,1,0,0,0,1,1,1,1
g5523.t1,1,1,1,1,0,0,1,1,0,1
g5524.t1,1,1,1,1,0,0,1,1,1,1
g5525.t1,1,1,1,1,0,0,1,1,0,1
g5526.t1,0,0,0,1,0,0,1,1,1,1
g5527.t1,1,1,1,0,0,0,1,1,1,1
g5528.t1,1,1,1,1,0,0,1,1,1,1
g5529.t1,1,1,1,1,0,0,1,1,0,1
g5530.t1,1,1,1,1,0,0,1,0,0,1
g5531.t1,1,1,1,0,0,0,1,1,0,1
g5532.t1,1,1,1,1,0,0,1,1,0,1
g5533.t1,1,1,1,1,0,0,1,1,0,1
g5534.t1,1,1,1,1,1,0,1,1,0,1
g5535.t1,1,1,1,1,0,1,1,1,0,1
g5536.t1,1,1,0,1,0,0,1,1,0,1
g5537.t1,0,0,0,1,0,0,1,1,1,1
g5538.t1,1,1,0,1,1,0,1,1,0,1
g5539.t1,1,1,1,1,0,0,1,1,1,1
g5540.t1,0,0,0,0,0,1,1,1,0,1
g5541.t1,1,1,1,1,0,0,1,1,1,1
g5542.t1,1,1,1,1,0,0,1,1,0,1
g5543.t1,0,0,0,0,0,0,1,1,0,1
g5544.t1,0,0,0,1,0,1,1,1,1,1
g5545.t1,1,1,1,1,0,0,1,1,1,1
g5546.t1,0,0,0,1,0,1,1,1,0,1
g5547.t1,1,0,0,1,0,0,1,1,1,1
g5548.t1,1,1,1,0,0,0,1,1,0,1
g5549.t1,1,1,1,0,0,0,1,1,0,1
g5550.t1,1,1,1,1,0,0,1,1,0,1
g5551.t1,1,1,1,0,0,0,1,1,0,1
g5552.t1,1,1,1,1,1,0,1,1,0,1
g5553.t1,1,1,1,1,0,0,1,1,0,1
g5554.t1,1,1,1,0,0,0,1,1,0,1
g5555.t1,1,1,1,0,1,0,1,1,0,1
g5556.t1,1,1,1,1,0,0,1,1,1,1
g5557.t1,1,1,1,1,0,1,1,1,0,1
g5558.t1,1,1,1,0,0,0,1,1,0,1
g5559.t1,1,1,1,1,0,0,1,1,0,1
g5560.t1,1,1,1,1,0,0,1,1,0,1
g5561.t1,1,1,1,1,0,0,1,1,1,1
g5562.t1,1,1,1,1,1,0,1,1,0,1
g5563.t1,1,1,1,1,0,0,1,1,0,1
g5564.t1,1,1,1,1,0,0,1,1,1,1
g5565.t1,1,1,1,1,0,0,1,1,0,1
g5566.t1,1,1,1,1,0,1,1,1,0,1
g5567.t1,1,1,1,1,0,1,1,1,1,1
g5568.t1,1,1,1,1,0,0,1,1,0,1
g5569.t1,1,1,1,1,0,0,1,0,0,1
g5570.t1,1,1,1,0,0,1,1,1,0,1
g5571.t1,1,1,1,1,0,0,1,1,1,1
g5572.t1,1,1,1,0,0,1,1,1,0,1
g5573.t1,1,1,1,1,0,0,1,1,1,1
g5574.t1,1,1,1,1,0,0,1,1,0,1
g5575.t1,1,1,1,0,0,0,1,1,0,1
g5576.t1,1,1,1,0,0,0,1,1,1,1
g5577.t1,1,1,1,1,0,0,1,1,1,1
g5578.t1,0,0,0,0,0,0,1,1,1,1
g5579.t1,1,1,1,0,0,0,1,1,1,1
g5580.t1,1,1,1,1,0,1,1,1,0,1
g5581.t1,1,1,1,0,0,0,1,1,1,1
g5582.t1,1,1,0,1,0,0,1,1,0,1
g5583.t1,1,1,1,0,0,0,1,1,0,1
g5584.t1,1,1,1,0,0,0,1,1,0,1
g5585.t1,1,1,1,1,0,0,1,1,1,1
g5586.t1,0,0,0,1,0,0,1,1,1,1
g5587.t1,1,1,1,0,0,1,1,1,0,1
g5588.t1,1,1,1,1,0,0,1,1,1,1
g5589.t1,1,1,1,1,1,0,1,1,0,1
g5590.t1,0,0,0,1,0,0,1,1,1,1
g5591.t1,1,1,1,1,0,0,1,1,0,1
g5592.t1,1,1,1,1,1,0,1,1,0,1
g5593.t1,1,1,1,1,0,0,1,1,0,1
g5594.t1,0,0,0,1,0,1,1,1,1,1
g5595.t1,1,1,1,1,0,0,1,1,0,1
g5596.t1,1,1,1,1,0,0,1,1,0,1
g5597.t1,1,0,0,0,0,0,1,1,0,1
g5598.t1,1,1,1,1,0,0,1,1,0,1
g5599.t1,1,1,1,1,0,0,1,1,0,1
g5600.t1,1,1,1,0,0,0,1,1,1,1
g5601.t1,1,1,1,1,0,0,1,1,1,1
g5602.t1,0,0,0,1,0,0,1,1,1,1
g5603.t1,1,1,1,1,1,0,1,1,0,1
g5604.t1,1,1,1,0,0,0,1,1,0,1
g5605.t1,1,1,1,1,0,1,1,1,0,1
g5606.t1,0,0,0,1,0,0,1,1,1,1
g5607.t1,1,1,1,1,0,0,1,1,0,1
g5608.t1,1,1,1,0,1,1,1,1,1,1
g5609.t1,1,1,1,1,0,0,1,1,0,1
g5610.t1,1,1,1,1,0,0,1,1,0,1
g5611.t1,1,1,1,1,0,0,1,1,1,1
g5612.t1,1,1,1,0,0,0,1,1,0,1
g5613.t1,1,1,0,0,1,1,1,1,0,1
g5614.t1,1,1,1,1,0,1,1,1,0,1
g5615.t1,1,1,1,0,0,0,1,1,1,1
g5616.t1,1,1,1,0,0,0,1,1,0,1
g5617.t1,1,1,1,1,0,0,1,1,1,1
g5618.t1,1,1,1,0,0,0,1,1,0,1
g5619.t1,1,1,1,1,0,0,1,1,0,1
g5620.t1,1,1,1,1,0,0,1,1,0,1
g5621.t1,1,1,1,1,0,0,1,1,1,1
g5622.t1,1,1,1,1,0,0,1,1,0,1
g5623.t1,1,1,1,0,1,0,1,1,0,1
g5624.t1,1,1,1,1,0,0,1,1,0,1
g5625.t1,1,1,1,0,0,0,1,1,0,1
g5626.t1,1,1,1,1,0,0,1,1,0,1
g5627.t1,1,1,1,1,0,1,1,1,1,1
g5628.t1,0,0,0,1,0,1,1,1,1,1
g5629.t1,1,1,1,1,0,0,1,1,1,1
g5630.t1,1,1,1,1,0,0,1,1,0,1
g5631.t1,1,1,1,1,0,0,1,1,0,1
g5632.t1,1,1,1,1,0,0,1,1,0,1
g5633.t1,0,0,0,0,0,0,1,1,0,1
g5634.t1,1,1,1,1,0,0,1,1,0,1
g5635.t1,1,1,1,1,0,1,1,1,1,1
g5636.t1,1,1,1,1,0,0,1,1,1,1
g5637.t1,1,1,1,1,0,1,1,1,0,1
g5638.t1,1,1,1,1,0,0,1,0,1,1
g5639.t1,0,0,0,1,0,0,1,1,1,1
g5640.t1,1,1,1,1,0,0,1,1,0,1
g5641.t1,0,0,0,1,0,1,1,1,1,1
g5642.t1,1,1,1,0,0,1,1,1,0,1
g5643.t1,1,1,0,1,0,1,1,1,1,1
g5644.t1,1,1,1,1,0,0,1,1,1,1
g5645.t1,1,1,1,1,0,0,1,1,0,1
g5646.t1,0,0,0,1,0,1,1,1,1,1
g5647.t1,1,1,1,1,0,0,1,1,0,1
g5648.t1,1,1,1,0,1,0,1,1,0,1
g5649.t1,1,1,1,1,0,0,1,1,0,1
g5650.t1,1,1,1,1,0,0,1,1,0,1
g5651.t1,1,1,1,1,0,0,1,1,0,1
g5652.t1,0,0,0,1,0,1,1,1,1,1
g5653.t1,1,1,1,1,0,1,1,1,1,1
g5654.t1,1,1,1,1,0,0,1,1,0,1
g5655.t1,1,1,1,1,0,0,1,1,0,1
g5656.t1,1,0,0,1,0,0,1,1,1,1
g5657.t1,1,1,1,1,0,1,1,1,0,1
g5658.t1,1,1,1,1,1,0,1,1,0,1
g5659.t1,1,1,1,1,0,0,1,1,0,1
g5660.t1,1,1,1,1,1,1,1,1,0,1
g5661.t1,1,1,1,1,0,0,1,1,0,1
g5662.t1,0,0,0,1,0,1,1,1,1,1
g5663.t1,1,1,1,1,0,0,1,1,1,1
g5664.t1,0,0,0,0,0,0,1,1,1,1
g5665.t1,1,1,1,1,0,0,1,1,1,1
g5666.t1,1,1,1,1,0,0,1,1,1,1
g5667.t1,1,1,1,1,0,0,1,1,0,1
g5668.t1,1,1,1,1,0,0,1,1,1,1
g5669.t1,1,1,1,1,0,0,1,1,1,1
g5670.t1,0,0,0,0,0,0,1,1,0,1
g5671.t1,0,0,0,1,0,1,1,1,1,1
g5672.t1,1,1,1,1,0,1,1,1,1,1
g5673.t1,1,1,1,0,0,1,1,1,1,1
g5674.t1,0,0,0,1,0,1,1,1,1,1
g5675.t1,1,1,1,1,0,0,1,1,0,1
g5676.t1,1,1,1,1,0,1,1,1,1,1
g5677.t1,1,1,1,1,0,0,1,1,0,1
g5678.t1,1,1,1,1,0,0,1,1,0,1
g5679.t1,1,1,1,1,0,0,1,1,1,1
g5680.t1,1,1,1,1,0,0,1,1,1,1
g5681.t1,1,1,1,1,0,0,1,1,0,1
g5682.t1,1,1,1,1,0,0,1,1,0,1
g5683.t1,1,1,1,1,0,0,1,1,1,1
g5684.t1,1,1,1,0,0,0,1,1,1,1
g5685.t1,1,1,1,0,0,0,1,1,0,1
g5686.t1,1,1,1,1,0,0,1,1,0,1
g5687.t1,1,1,1,0,0,0,1,1,0,1
g5688.t1,1,1,1,1,0,0,1,1,0,1
g5689.t1,1,1,1,0,0,0,1,1,0,1
g5690.t1,0,0,0,0,0,1,1,1,1,1
g5691.t1,1,0,0,1,0,1,1,1,0,1
g5692.t1,1,1,1,1,0,1,1,1,1,1
g5693.t1,1,1,1,1,0,0,1,1,1,1
g5694.t1,1,1,1,0,0,0,1,1,0,1
g5695.t1,0,0,0,1,0,0,1,1,1,1
g5696.t1,0,0,0,1,0,0,1,1,1,1
g5697.t1,1,1,1,1,0,0,1,1,0,1
g5698.t1,1,1,1,1,0,0,1,1,1,1
g5699.t1,1,1,0,0,0,1,1,1,0,1
g5700.t1,1,1,1,1,1,0,1,1,0,1
g5701.t1,0,0,0,1,0,1,1,1,1,1
g5702.t1,1,1,1,0,0,0,1,0,0,1
g5703.t1,0,0,0,1,0,1,1,1,1,1
g5704.t1,1,1,1,1,0,0,1,1,1,1
g5705.t1,1,1,1,1,0,0,1,1,1,1
g5706.t1,1,1,1,0,0,0,1,1,0,1
g5707.t1,1,1,1,1,0,0,1,1,0,1
g5708.t1,1,1,1,0,0,0,1,1,1,1
g5709.t1,1,1,1,1,0,1,1,1,1,1
g5710.t1,1,1,1,1,0,0,1,1,0,1
g5711.t1,1,1,1,1,0,0,1,1,1,1
g5712.t1,1,1,1,1,0,0,1,1,0,1
g5713.t1,1,1,1,1,0,0,1,1,0,1
g5714.t1,1,1,1,1,0,0,1,1,1,1
g5715.t1,1,1,1,0,0,1,1,1,0,1
g5716.t1,1,1,1,1,0,0,1,1,1,1
g5717.t1,1,1,1,1,0,0,1,1,0,1
g5718.t1,1,1,1,1,0,0,1,1,0,1
g5719.t1,1,1,1,0,0,0,1,1,1,1
g5720.t1,1,1,1,1,0,1,1,1,0,1
g5721.t1,1,1,1,1,0,0,1,1,0,1
g5722.t1,1,0,0,1,0,0,1,1,0,1
g5723.t1,1,1,1,1,0,0,1,1,0,1
g5724.t1,1,1,1,1,0,0,1,1,0,1
g5725.t1,1,1,1,1,0,0,1,1,1,1
g5726.t1,1,1,1,1,0,0,1,1,1,1
g5727.t1,1,1,1,0,0,1,1,1,0,1
g5728.t1,1,1,1,0,0,0,1,1,1,1
g5729.t1,1,1,1,1,0,1,1,1,1,1
