ID,conf90,conf95,conf99,numberCys,numberCysCys,pattern1,pattern2,pattern3,pattern4,pattern5
g1985.t1,1,1,1,0,0,0,1,1,0,1
g1986.t1,0,0,0,1,0,1,1,1,0,1
g1987.t1,1,1,1,0,0,1,1,1,1,1
g1988.t1,0,0,0,1,0,0,1,1,0,1
g1989.t1,0,0,0,1,0,1,1,1,0,1
g1990.t1,1,1,1,0,0,0,1,1,1,1
g1991.t1,1,1,1,0,0,0,1,1,0,1
g1992.t1,1,1,1,1,0,0,1,1,0,1
g1993.t1,1,1,1,0,0,0,1,1,0,1
g1994.t1,0,0,0,1,0,0,1,1,1,1
g1995.t1,1,1,1,1,0,0,1,1,1,1
g1996.t1,1,1,1,1,0,0,1,1,1,1
g1997.t1,0,0,0,1,0,0,1,1,0,1
g1998.t1,1,1,1,0,0,0,1,1,1,1
g1999.t1,1,1,1,1,0,0,1,1,1,1
g2000.t1,1,1,1,0,0,0,1,1,0,1
g2001.t1,1,1,1,0,0,0,1,1,1,1
g2002.t1,1,1,1,0,0,1,1,1,0,1
g2003.t1,0,0,0,1,0,1,1,1,1,1
g2004.t1,1,1,1,1,1,1,1,1,0,1
g2005.t1,1,1,1,0,0,1,1,1,0,1
g2006.t1,1,1,1,1,0,0,1,1,0,1
g2007.t1,1,1,1,0,0,1,1,1,0,1
g2008.t1,1,1,1,1,0,0,1,0,0,1
g2009.t1,1,1,1,1,0,0,1,1,0,1
g2010.t1,1,1,1,1,0,0,1,1,1,1
g2011.t1,1,1,1,1,0,0,1,1,0,1
g2012.t1,1,1,1,1,0,0,0,1,1,1
g2013.t1,1,1,1,1,0,1,1,1,0,1
g2014.t1,1,1,1,1,0,0,1,1,0,1
g2015.t1,0,0,0,1,0,0,1,1,1,1
g2016.t1,1,1,1,0,0,1,1,1,0,1
g2017.t1,1,1,1,0,0,0,1,1,0,1
g2018.t1,1,1,1,1,1,0,0,1,1,1
g2019.t1,1,1,1,0,0,0,1,1,0,1
g2020.t1,1,1,1,1,0,0,1,1,0,1
g2021.t1,1,1,1,1,0,0,1,1,0,1
g2022.t1,1,1,0,1,0,1,1,1,1,1
g2023.t1,1,1,1,0,0,0,1,0,0,1
g2024.t1,1,1,1,1,0,0,1,1,0,1
g2025.t1,1,1,1,0,0,1,1,1,0,1
g2026.t1,1,1,1,0,0,0,1,1,1,1
g2027.t1,1,1,1,0,0,0,1,1,1,1
g2028.t1,1,1,1,1,0,0,1,1,0,1
g2029.t1,1,1,1,1,0,0,1,1,0,1
g2030.t1,1,1,1,1,0,0,1,1,1,1
g2031.t1,1,1,1,1,0,0,1,1,1,1
g2032.t1,1,0,0,0,0,1,1,1,0,1
g2033.t1,1,1,1,1,1,0,1,1,0,1
g2034.t1,1,1,1,1,0,0,1,1,1,1
g2035.t1,1,1,1,1,0,0,1,1,0,1
g2036.t1,1,1,1,1,0,1,1,1,1,1
g2037.t1,1,1,1,1,0,0,1,1,1,1
g2038.t1,0,0,0,1,1,1,1,1,0,1
g2039.t1,1,1,1,1,0,0,1,1,1,1
g2040.t1,1,1,1,1,0,0,1,1,1,1
g2041.t1,1,1,1,1,0,0,1,1,1,1
g2042.t1,1,1,1,1,0,0,1,1,1,1
g2043.t1,1,1,1,1,1,0,1,1,0,1
g2044.t1,1,1,1,0,0,1,1,1,0,1
g2045.t1,0,0,0,1,0,0,1,1,0,1
g2046.t1,0,0,0,0,0,1,1,1,1,1
g2047.t1,1,1,1,0,0,0,1,1,0,1
g2048.t1,1,1,1,1,0,0,1,1,0,1
g2049.t1,1,1,1,0,0,0,1,1,0,1
g2050.t1,1,1,1,0,0,0,1,1,0,1
g2051.t1,0,0,0,1,0,1,1,1,0,1
g2052.t1,1,1,1,1,0,1,1,1,0,1
g2053.t1,0,0,0,1,0,0,1,1,1,1
g2054.t1,1,1,1,1,0,0,1,1,0,1
g2055.t1,0,0,0,0,0,0,1,1,1,1
g2056.t1,1,1,1,1,0,0,1,0,1,1
g2057.t1,0,0,0,0,0,0,1,1,0,1
g2058.t1,1,1,1,0,0,0,1,1,0,1
g2059.t1,1,1,0,1,0,1,1,1,1,1
g2060.t1,1,1,1,1,0,0,1,1,0,1
g2061.t1,1,1,1,1,0,0,1,1,0,1
g2062.t1,1,0,0,0,0,1,1,1,0,1
g2063.t1,1,1,1,1,0,0,1,1,1,1
g2064.t1,1,1,1,1,1,0,1,1,0,1
g2065.t1,1,1,1,1,0,0,1,1,0,1
g2066.t1,1,1,1,1,0,0,1,1,0,1
g2067.t1,1,1,1,1,0,0,1,1,0,1
g2068.t1,0,0,0,1,0,0,1,1,1,1
g2069.t1,1,0,0,1,0,1,1,1,1,1
g2070.t1,1,1,1,1,0,0,1,1,1,1
g2071.t1,1,1,1,0,0,1,1,1,0,1
g2072.t1,1,1,1,0,0,0,1,1,0,1
g2073.t1,1,1,1,1,0,0,1,1,0,1
g2074.t1,1,1,1,0,0,0,1,1,0,1
g2075.t1,1,1,1,0,0,0,1,1,0,1
g2076.t1,0,0,0,1,0,0,1,1,0,1
g2077.t1,1,1,1,0,0,0,1,1,1,1
g2078.t1,0,0,0,1,0,0,1,1,1,1
g2079.t1,1,1,1,0,0,0,1,1,0,1
g2080.t1,1,1,1,1,0,1,1,1,0,1
g2081.t1,1,1,1,1,0,1,1,1,1,1
g2082.t1,1,1,1,0,0,0,1,1,0,1
g2083.t1,1,1,1,1,0,0,1,1,0,1
g2084.t1,0,0,0,1,0,1,1,1,1,1
g2085.t1,1,1,1,1,0,1,1,1,1,1
g2086.t1,1,1,1,0,0,0,1,1,1,1
g2087.t1,1,1,1,0,0,0,1,1,0,1
g2088.t1,1,1,1,0,0,1,1,1,1,1
g2089.t1,1,1,1,1,0,0,1,1,0,1
g2090.t1,1,1,1,0,0,0,1,1,0,1
g2091.t1,1,1,1,0,0,0,1,1,0,1
g2092.t1,1,1,1,1,0,0,1,1,1,1
g2093.t1,1,1,1,0,0,0,1,1,1,1
g2094.t1,1,1,1,0,0,1,1,1,0,1
g2095.t1,1,1,1,1,0,0,1,1,0,1
g2096.t1,0,0,0,0,0,1,1,1,1,1
g2097.t1,1,1,1,0,1,0,1,1,0,1
g2098.t1,1,1,1,1,0,1,1,1,1,1
g2099.t1,1,1,1,0,0,1,1,1,0,1
g2100.t1,1,1,1,1,0,0,1,1,0,1
g2101.t1,1,1,1,1,0,0,1,1,0,1
g2102.t1,1,1,1,0,0,0,1,1,0,1
g2103.t1,1,1,1,1,0,1,1,1,1,1
g2104.t1,1,1,1,0,0,0,1,1,1,1
g2105.t1,1,1,1,1,0,0,1,1,0,1
g2106.t1,1,1,1,1,0,0,1,1,0,1
g2107.t1,1,1,1,0,0,1,1,1,0,1
g2108.t1,1,1,1,0,0,0,1,1,0,1
g2109.t1,1,1,1,1,0,0,1,1,0,1
g2110.t1,0,0,0,1,0,1,1,1,0,1
g2111.t1,1,1,1,1,0,0,1,1,0,1
g2112.t1,1,1,1,1,0,0,1,1,0,1
g2113.t1,1,1,1,1,0,0,1,1,0,1
g2114.t1,0,0,0,1,0,1,1,1,1,1
g2115.t1,0,0,0,1,0,0,1,1,1,1
g2116.t1,1,1,1,1,0,1,1,1,1,1
g2117.t1,0,0,0,1,0,0,1,1,1,1
g2118.t1,1,1,1,0,0,1,1,1,0,1
g2119.t1,1,1,1,1,0,0,1,1,0,1
g2120.t1,1,1,1,1,0,0,1,1,0,1
g2121.t1,1,1,1,1,0,0,1,1,0,1
g2122.t1,1,1,1,0,0,1,1,1,0,1
g2123.t1,1,1,1,1,1,1,1,1,0,1
g2124.t1,1,1,1,0,0,0,1,1,1,1
g2125.t1,1,1,0,0,0,0,1,1,0,1
g2126.t1,0,0,0,1,0,0,1,1,1,1
g2127.t1,0,0,0,1,0,0,1,1,1,1
g2128.t1,1,0,0,1,1,0,1,1,0,1
g2129.t1,1,1,1,1,0,1,1,1,0,1
g2130.t1,0,0,0,1,0,1,1,1,0,1
g2131.t1,1,1,1,1,0,0,1,1,0,1
g2132.t1,1,1,1,1,0,0,1,1,1,1
g2133.t1,1,1,0,0,1,0,1,1,0,1
g2134.t1,1,1,1,0,0,0,1,1,0,1
g2135.t1,1,1,1,1,0,0,1,1,1,1
g2136.t1,1,1,1,0,0,0,1,1,1,1
g2137.t1,1,1,1,1,1,0,1,1,0,1
g2138.t1,1,1,1,1,0,0,1,1,0,1
g2139.t1,1,1,1,0,0,0,1,1,0,1
g2140.t1,1,1,1,1,1,0,1,1,1,1
g2141.t1,1,1,1,1,0,0,1,1,0,1
g2142.t1,1,1,1,1,0,0,1,1,0,1
g2143.t1,1,1,1,1,0,1,1,1,0,1
g2144.t1,0,0,0,1,0,1,1,1,1,1
g2145.t1,1,1,1,1,1,1,1,1,0,1
g2146.t1,1,1,1,1,0,0,1,1,0,1
g2147.t1,1,1,1,1,0,0,1,0,0,1
g2148.t1,1,1,1,1,1,0,1,1,0,1
g2149.t1,0,0,0,1,0,0,1,1,1,1
g2150.t1,1,1,1,1,0,0,1,1,0,1
g2151.t1,1,1,1,1,0,1,1,1,0,1
g2152.t1,0,0,0,1,0,1,1,1,0,1
g2153.t1,0,0,0,1,0,1,1,1,1,1
g2154.t1,1,1,1,1,1,0,1,1,0,1
g2155.t1,1,1,1,0,0,1,1,1,1,1
g2156.t1,1,1,1,1,0,0,1,1,1,1
g2157.t1,1,1,1,1,0,0,1,1,0,1
g2158.t1,0,0,0,0,0,0,1,1,0,1
g2159.t1,1,1,1,0,0,0,1,1,1,1
g2160.t1,1,1,1,1,1,0,1,1,0,1
g2161.t1,1,1,0,1,0,1,1,1,0,1
g2162.t1,1,1,1,1,0,0,1,1,1,1
g2163.t1,1,1,1,1,1,0,1,1,0,1
g2164.t1,0,0,0,1,0,0,1,1,1,1
g2165.t1,1,1,0,1,0,0,1,1,1,1
g2166.t1,1,1,1,1,0,0,1,1,0,1
g2167.t1,1,1,1,1,0,0,1,1,0,1
g2168.t1,1,1,1,1,0,0,1,1,0,1
g2169.t1,1,1,1,1,0,0,1,1,1,1
g2170.t1,1,1,1,0,0,0,1,1,1,1
g2171.t1,1,1,1,1,0,0,1,1,1,1
g2172.t1,1,1,1,1,1,0,1,1,0,1
g2173.t1,1,1,1,1,0,0,1,1,1,1
g2174.t1,1,1,1,1,1,0,1,0,0,1
g2175.t1,1,1,1,1,0,0,1,1,1,1
g2176.t1,1,1,1,1,0,0,1,1,0,1
g2177.t1,0,0,0,1,0,0,1,1,1,1
g2178.t1,1,1,1,1,0,0,1,1,0,1
g2179.t1,1,1,1,1,0,0,1,1,0,1
g2180.t1,1,1,1,0,0,0,1,1,0,1
g2181.t1,1,1,1,1,0,0,1,1,0,1
g2182.t1,1,1,1,1,0,0,1,1,0,1
g2183.t1,1,1,1,1,0,0,1,1,1,1
g2184.t1,1,1,1,1,0,0,1,1,1,1
g2185.t1,1,1,0,1,0,0,1,1,0,1
g2186.t1,1,1,1,0,0,0,1,1,0,1
g2187.t1,1,1,1,1,0,0,1,1,0,1
g2188.t1,1,1,1,1,0,0,1,1,1,1
g2189.t1,1,1,1,0,0,0,1,1,0,1
g2190.t1,1,1,1,1,1,0,1,1,0,1
g2191.t1,1,1,1,1,1,0,1,1,0,1
g2192.t1,0,0,0,1,0,1,1,1,0,1
g2193.t1,1,1,1,1,0,1,1,1,0,1
g2194.t1,1,1,1,1,0,0,1,1,0,1
g2195.t1,1,1,1,1,0,0,1,1,1,1
g2196.t1,1,1,1,0,0,0,1,1,1,1
g2197.t1,1,1,0,1,1,0,1,1,0,1
g2198.t1,1,1,1,1,0,0,1,1,1,1
g2199.t1,1,1,1,1,0,0,1,1,1,1
g2200.t1,1,1,1,1,0,0,1,1,1,1
g2201.t1,1,1,1,1,0,0,1,1,1,1
g2202.t1,1,1,1,1,0,0,1,1,1,1
g2203.t1,1,1,1,1,0,0,1,1,0,1
g2204.t1,1,1,1,1,0,0,1,1,1,1
g2205.t1,1,1,1,1,0,1,1,1,1,1
g2206.t1,1,1,1,0,0,0,1,1,0,1
g2207.t1,0,0,0,1,0,0,1,1,1,1
g2208.t1,1,1,1,1,0,0,1,1,0,1
g2209.t1,1,1,1,0,0,0,1,1,1,1
g2210.t1,1,1,0,0,0,0,1,1,0,1
g2211.t1,1,1,1,1,0,0,1,0,0,1
g2212.t1,1,1,1,1,0,0,1,1,0,1
g2213.t1,1,1,1,1,0,0,1,1,1,1
g2214.t1,1,1,1,1,0,0,1,1,0,1
g2215.t1,1,1,1,1,0,0,1,1,0,1
g2216.t1,1,1,1,1,0,0,1,1,0,1
g2217.t1,1,1,1,0,0,0,1,1,0,1
g2218.t1,0,0,0,0,1,1,1,1,0,1
g2219.t1,1,1,1,0,0,0,1,1,0,1
g2220.t1,1,1,1,1,0,0,1,1,0,1
g2221.t1,0,0,0,1,0,0,1,1,1,1
g2222.t1,1,1,1,1,0,0,1,1,1,1
g2223.t1,1,1,1,1,0,1,1,1,0,1
g2224.t1,1,1,1,1,0,0,1,1,1,1
g2225.t1,1,1,1,1,0,0,1,1,1,1
g2226.t1,1,1,1,1,0,0,1,1,1,1
g2227.t1,1,1,1,1,0,0,1,1,1,1
g2228.t1,1,1,1,0,0,0,1,1,1,1
g2229.t1,1,1,1,1,0,0,1,1,1,1
g2230.t1,1,1,1,0,0,0,1,1,0,1
g2231.t1,1,1,1,1,0,0,1,1,1,1
g2232.t1,1,1,1,1,0,1,1,1,1,1
g2233.t1,1,1,1,1,0,0,1,1,0,1
g2234.t1,1,1,0,1,0,1,1,1,1,1
g2235.t1,0,0,0,1,0,1,1,1,0,1
g2236.t1,1,1,1,1,0,0,1,1,0,1
g2237.t1,1,1,1,1,0,0,1,1,0,1
g2238.t1,0,0,0,1,0,1,1,1,1,1
g2239.t1,1,1,1,1,0,0,1,1,1,1
g2240.t1,1,1,1,1,0,0,1,1,0,1
g2241.t1,1,1,1,1,0,0,1,1,0,1
g2242.t1,1,1,1,1,0,0,1,1,1,1
g2243.t1,1,0,0,1,0,0,1,1,1,1
g2244.t1,1,1,1,1,0,0,1,1,0,1
g2245.t1,1,1,1,1,1,0,1,1,0,1
g2246.t1,1,1,1,1,0,0,0,1,0,1
g2247.t1,1,1,1,1,0,0,1,1,1,1
g2248.t1,1,1,1,1,0,0,1,1,0,1
g2249.t1,1,1,1,1,0,0,1,1,1,1
g2250.t1,1,1,1,0,0,0,1,1,1,1
g2251.t1,1,1,1,1,0,0,1,1,0,1
g2252.t1,1,1,1,1,1,0,1,1,0,1
g2253.t1,1,1,1,1,0,0,0,1,0,1
g2254.t1,0,0,0,0,0,1,1,1,0,1
g2255.t1,1,1,1,1,0,0,1,1,0,1
g2256.t1,1,1,0,0,0,1,1,1,1,1
g2257.t1,1,1,1,1,0,0,1,1,1,1
g2258.t1,1,1,1,0,0,0,1,1,0,1
g2259.t1,1,1,1,0,0,0,1,1,1,1
g2260.t1,1,1,1,1,0,0,1,1,1,1
g2261.t1,1,1,1,1,1,0,1,1,0,1
g2262.t1,1,1,1,1,0,0,1,1,1,1
g2263.t1,1,1,1,1,0,1,1,1,0,1
g2264.t1,1,1,1,0,0,0,1,1,0,1
g2265.t1,1,1,1,0,0,0,1,1,0,1
g2266.t1,1,1,1,0,0,0,1,1,1,1
g2267.t1,0,0,0,1,0,0,1,1,0,1
g2268.t1,0,0,0,1,0,0,1,1,1,1
g2269.t1,1,1,1,1,1,0,1,1,0,1
g2270.t1,1,1,1,1,1,0,1,1,0,1
g2271.t1,1,1,1,1,1,0,1,1,0,1
g2272.t1,1,1,1,1,0,0,1,1,0,1
g2273.t1,1,1,1,0,1,1,0,1,0,1
g2274.t1,1,1,1,0,0,0,1,1,1,1
g2275.t1,0,0,0,1,0,0,1,1,0,1
g2276.t1,1,1,1,1,0,1,1,1,0,1
g2277.t1,1,1,1,1,0,1,1,1,1,1
g2278.t1,1,1,1,1,0,0,1,1,1,1
g2279.t1,1,1,1,0,0,0,1,1,0,1
g2280.t1,0,0,0,1,0,0,1,1,0,1
g2281.t1,0,0,0,1,1,0,1,1,1,1
g2282.t1,1,1,1,1,0,0,1,1,0,1
g2283.t1,1,1,1,1,1,1,1,1,0,1
g2284.t1,1,1,1,1,0,0,1,1,0,1
g2285.t1,1,1,1,1,0,0,1,1,1,1
g2286.t1,1,1,1,1,0,1,1,1,1,1
g2287.t1,1,1,1,1,0,0,1,1,1,1
g2288.t1,1,1,1,0,0,0,1,1,0,1
g2289.t1,1,1,1,1,0,1,1,1,1,1
g2290.t1,1,1,1,0,0,0,1,1,0,1
g2291.t1,1,1,1,1,0,0,1,1,1,1
g2292.t1,1,1,1,1,0,1,1,1,0,1
g2293.t1,1,1,1,0,1,0,1,1,0,1
g2294.t1,1,1,1,1,0,1,1,1,1,1
g2295.t1,0,0,0,1,0,0,1,1,0,1
g2296.t1,1,1,1,0,0,0,1,1,1,1
g2297.t1,1,1,0,1,0,0,1,1,1,1
g2298.t1,0,0,0,1,0,0,1,1,1,1
g2299.t1,1,1,1,0,0,0,1,1,0,1
g2300.t1,1,0,0,0,0,0,1,1,1,1
g2301.t1,1,1,1,0,0,0,1,1,0,1
g2302.t1,1,1,1,0,0,0,1,1,0,1
g2303.t1,1,1,1,1,0,0,1,1,0,1
g2304.t1,1,1,1,1,0,1,1,1,1,1
g2305.t1,1,1,1,1,1,0,1,1,0,1
g2306.t1,1,1,1,1,1,1,1,1,0,1
g2307.t1,1,1,1,1,0,0,1,1,1,1
g2308.t1,1,1,1,1,0,0,1,1,0,1
g2309.t1,0,0,0,1,0,1,1,1,1,1
g2310.t1,1,1,1,0,0,0,1,1,1,1
g2311.t1,1,0,0,0,0,1,1,1,0,1
g2312.t1,1,1,1,0,0,0,1,1,0,1
g2313.t1,0,0,0,1,0,0,1,1,0,1
g2314.t1,0,0,0,0,0,0,1,1,0,1
g2315.t1,1,1,1,1,0,0,1,1,0,1
g2316.t1,1,1,1,1,0,1,1,1,1,1
g2317.t1,1,1,1,0,0,0,1,1,1,1
g2318.t1,1,1,1,1,0,0,1,1,0,1
g2319.t1,1,1,1,1,0,0,1,1,1,1
g2320.t1,1,1,1,0,0,0,1,1,1,1
g2321.t1,1,1,1,1,0,0,1,1,0,1
g2322.t1,0,0,0,1,0,1,1,1,1,1
g2323.t1,0,0,0,1,0,0,1,1,0,1
g2324.t1,0,0,0,1,0,1,1,1,1,1
g2325.t1,1,1,1,0,0,0,1,1,1,1
g2326.t1,1,1,1,1,0,0,1,1,0,1
g2327.t1,1,1,1,1,0,0,1,1,0,1
g2328.t1,0,0,0,0,1,0,1,1,0,1
g2329.t1,1,1,1,1,0,0,1,1,0,1
g2330.t1,1,1,1,1,1,1,1,1,0,1
g2331.t1,1,1,1,1,0,0,1,1,1,1
g2332.t1,1,1,1,1,0,0,1,1,0,1
g2333.t1,1,1,1,1,1,0,1,1,0,1
g2334.t1,1,1,0,1,0,0,1,1,1,1
g2335.t1,1,1,1,1,0,0,1,1,1,1
g2336.t1,1,1,1,1,1,0,1,1,0,1
g2337.t1,1,1,1,0,0,1,1,1,0,1
g2338.t1,1,1,1,1,0,0,1,1,1,1
g2339.t1,1,1,1,1,0,0,1,1,0,1
g2340.t1,1,1,1,1,0,0,1,1,0,1
g2341.t1,1,1,1,1,0,0,1,1,1,1
g2342.t1,1,1,1,1,0,0,1,1,1,1
g2343.t1,1,1,1,0,0,0,1,1,1,1
g2344.t1,1,1,1,1,0,0,1,1,1,1
g2345.t1,1,1,1,1,0,0,1,1,0,1
g2346.t1,1,1,1,1,0,1,1,1,1,1
g2347.t1,1,1,1,0,0,0,1,1,1,1
g2348.t1,1,1,1,1,0,0,1,1,0,1
g2349.t1,0,0,0,1,0,1,1,0,1,1
g2350.t1,1,1,1,1,0,0,1,0,0,1
g2351.t1,1,1,1,1,0,0,1,1,1,1
g2352.t1,1,1,1,0,0,0,1,1,1,1
g2353.t1,1,1,1,1,0,0,1,1,0,1
g2354.t1,1,1,1,0,0,0,1,1,0,1
g2355.t1,1,1,1,0,0,0,1,1,0,1
g2356.t1,1,1,1,0,0,0,1,1,0,1
g2357.t1,0,0,0,0,0,1,1,1,1,1
g2358.t1,1,1,1,1,0,0,1,1,0,1
g2359.t1,1,1,1,1,0,1,1,1,0,1
g2360.t1,1,1,1,1,1,0,1,1,0,1
g2361.t1,1,1,1,0,0,0,1,1,1,1
g2362.t1,1,1,1,1,0,0,1,1,0,1
g2363.t1,0,0,0,1,0,0,1,1,1,1
g2364.t1,1,1,1,1,0,0,1,1,0,1
g2365.t1,1,1,1,0,0,0,1,1,0,1
g2366.t1,1,1,1,0,0,0,1,1,0,1
g2367.t1,0,0,0,1,0,1,1,1,1,1
g2368.t1,1,1,0,1,0,1,1,1,1,1
g2369.t1,1,1,1,1,0,0,1,1,0,1
g2370.t1,1,1,1,1,0,0,1,1,1,1
g2371.t1,1,1,1,1,0,0,1,1,1,1
g2372.t1,0,0,0,0,0,0,1,1,0,1
g2373.t1,1,1,1,1,0,0,1,1,1,1
g2374.t1,1,1,1,1,0,0,1,1,0,1
g2375.t1,1,1,1,0,0,0,1,1,1,1
g2376.t1,1,1,1,1,0,0,1,1,1,1
g2377.t1,1,1,1,1,0,0,1,1,1,1
g2378.t1,1,1,1,1,0,0,1,1,0,1
g2379.t1,1,1,1,1,0,0,1,1,0,1
g2380.t1,1,1,1,1,0,0,1,1,0,1
g2381.t1,1,1,1,1,1,0,1,1,0,1
g2382.t1,1,1,1,1,0,0,1,1,0,1
g2383.t1,0,0,0,0,0,1,1,1,0,1
g2384.t1,1,1,1,0,0,1,1,1,0,1
g2385.t1,1,1,1,1,0,1,1,1,0,1
g2386.t1,1,1,1,1,0,1,1,1,0,1
g2387.t1,1,1,1,0,0,0,1,1,0,1
g2388.t1,1,1,0,1,0,1,1,1,1,1
g2389.t1,1,1,1,0,0,0,1,1,1,1
g2390.t1,0,0,0,1,0,1,1,1,1,1
g2391.t1,1,1,1,1,0,0,1,1,0,1
g2392.t1,1,1,1,0,0,0,1,1,1,1
g2393.t1,1,1,1,0,1,0,1,1,0,1
g2394.t1,1,1,1,1,1,0,0,1,0,1
g2395.t1,1,1,1,1,0,0,1,1,0,1
g2396.t1,1,1,1,1,0,0,1,1,0,1
g2397.t1,1,1,1,1,1,0,1,1,0,1
g2398.t1,0,0,0,1,0,1,1,1,0,1
g2399.t1,1,1,1,1,0,1,1,1,0,1
g2400.t1,1,1,1,1,0,0,1,1,1,1
g2401.t1,1,1,1,0,0,1,1,1,0,1
g2402.t1,1,1,1,1,0,0,1,1,1,1
g2403.t1,1,1,1,0,1,0,1,1,0,1
g2404.t1,1,1,1,0,0,0,1,1,0,1
g2405.t1,1,1,1,1,0,0,1,1,1,1
g2406.t1,0,0,0,1,0,1,1,1,0,1
g2407.t1,1,1,1,1,0,0,1,1,1,1
g2408.t1,1,1,1,1,0,0,0,1,0,1
g2409.t1,1,1,0,1,0,1,1,1,0,1
g2410.t1,1,1,1,1,0,0,1,1,1,1
g2411.t1,1,1,1,0,0,0,1,1,1,1
g2412.t1,1,1,1,1,1,0,1,1,0,1
g2413.t1,1,1,1,1,1,0,1,1,0,1
g2414.t1,1,1,1,1,0,0,1,1,1,1
g2415.t1,0,0,0,1,0,0,1,1,1,1
g2416.t1,1,1,1,1,0,0,1,1,0,1
g2417.t1,1,1,1,1,0,0,1,1,1,1
g2418.t1,1,1,1,1,0,1,1,1,0,1
g2419.t1,1,1,1,0,0,0,1,1,1,1
g2420.t1,1,1,1,1,0,1,1,1,0,1
g2421.t1,1,1,1,1,0,0,1,1,0,1
g2422.t1,1,1,1,1,0,0,1,1,1,1
g2423.t1,1,1,1,0,0,0,0,1,0,1
g2424.t1,0,0,0,1,0,1,1,1,0,1
g2425.t1,1,1,1,0,0,0,1,0,0,1
g2426.t1,1,1,1,0,0,1,1,1,0,1
g2427.t1,1,1,1,1,0,0,1,1,1,1
g2428.t1,1,1,1,1,0,0,1,1,0,1
g2429.t1,0,0,0,1,0,1,1,1,1,1
g2430.t1,1,1,1,1,0,0,1,1,1,1
g2431.t1,1,1,1,0,0,0,1,1,0,1
g2432.t1,1,1,1,1,0,0,1,1,0,1
g2433.t1,1,1,1,1,0,0,1,1,1,1
g2434.t1,1,1,1,0,0,0,1,1,1,1
g2435.t1,0,0,0,1,0,0,1,1,1,1
g2436.t1,1,1,1,1,0,0,1,1,1,1
g2437.t1,1,1,1,1,0,1,1,1,0,1
g2438.t1,0,0,0,1,0,0,1,1,1,1
g2439.t1,1,1,1,0,1,0,1,1,0,1
g2440.t1,1,1,1,0,0,0,1,1,1,1
g2441.t1,1,1,1,1,0,1,1,1,1,1
g2442.t1,1,1,1,1,0,0,1,1,1,1
g2443.t1,1,1,1,1,0,0,1,1,0,1
g2444.t1,1,1,1,0,0,0,1,1,0,1
g2445.t1,1,1,1,1,0,0,1,1,0,1
g2446.t1,1,1,1,1,0,0,1,1,0,1
g2447.t1,1,1,1,1,0,1,1,1,0,1
g2448.t1,1,1,1,1,0,0,1,1,0,1
g2449.t1,1,1,1,0,0,0,1,1,1,1
g2450.t1,1,1,1,0,0,1,1,1,0,1
g2451.t1,1,1,1,1,0,0,1,1,1,1
g2452.t1,1,0,0,1,0,1,1,1,1,1
g2453.t1,1,1,1,1,0,0,1,1,0,1
g2454.t1,0,0,0,1,0,1,1,1,0,1
g2455.t1,1,1,1,1,0,0,1,1,0,1
g2456.t1,1,1,1,1,0,1,1,1,1,1
g2457.t1,0,0,0,1,0,0,1,1,1,1
g2458.t1,0,0,0,1,0,0,1,1,1,1
g2459.t1,1,1,1,1,0,0,1,1,0,1
g2460.t1,1,1,1,1,0,0,1,1,0,1
g2461.t1,1,1,1,1,0,0,1,1,1,1
g2462.t1,1,1,1,1,0,0,1,1,0,1
g2463.t1,1,1,1,1,0,0,1,1,0,1
g2464.t1,0,0,0,0,0,1,1,1,1,1
g2465.t1,1,1,1,1,0,0,1,1,1,1
g2466.t1,1,1,1,1,0,0,1,1,0,1
g2467.t1,1,1,1,1,0,1,1,1,1,1
g2468.t1,1,1,1,1,0,0,1,1,0,1
g2469.t1,1,1,0,1,0,0,1,1,0,1
g2470.t1,1,1,1,1,0,0,1,1,1,1
g2471.t1,1,1,1,1,0,0,1,1,1,1
g2472.t1,1,1,1,0,0,0,1,1,1,1
g2473.t1,1,1,1,1,0,0,1,1,0,1
g2474.t1,1,1,1,0,0,0,1,1,0,1
g2475.t1,1,1,1,1,0,0,1,1,0,1
g2476.t1,1,1,1,1,0,0,1,1,0,1
g2477.t1,1,1,1,1,0,1,1,1,0,1
g2478.t1,1,1,1,0,0,1,1,1,0,1
g2479.t1,0,0,0,0,0,0,1,1,0,1
g2480.t1,1,1,1,0,0,0,1,1,0,1
g2481.t1,1,1,1,1,0,0,1,1,1,1
g2482.t1,1,1,1,1,0,1,1,1,0,1
g2483.t1,1,1,1,1,0,0,1,1,1,1
g2484.t1,1,1,1,1,0,0,1,1,0,1
g2485.t1,1,1,1,1,0,0,1,1,0,1
g2486.t1,1,1,1,0,0,1,1,1,1,1
g2487.t1,1,1,1,0,0,1,1,1,1,1
g2488.t1,1,1,1,1,0,1,1,1,0,1
g2489.t1,1,1,1,1,0,0,1,1,1,1
g2490.t1,1,1,1,0,0,0,1,1,1,1
g2491.t1,1,1,1,0,0,0,1,1,1,1
g2492.t1,1,1,1,0,0,0,1,1,0,1
g2493.t1,1,1,1,1,0,0,1,1,0,1
g2494.t1,1,1,1,0,0,0,1,1,0,1
g2495.t1,1,1,1,1,0,1,1,1,0,1
g2496.t1,1,1,1,1,0,0,1,1,0,1
g2497.t1,1,1,1,1,0,1,1,1,0,1
g2498.t1,1,1,1,0,0,0,1,1,1,1
g2499.t1,0,0,0,1,0,1,1,1,1,1
g2500.t1,1,1,1,1,0,0,1,1,1,1
